,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,canRate,viewerRating,likeCount,publishedAt,updatedAt,authorChannelId.value,comment_id
30,ZyI78RxwglM,She she says people are saying things about her about but she won&#39;t ever say what those things are. Also why aren&#39;t they asking her about the girl who had her masked tied to her face? That&#39;s why people are mad at her. She ignored it and they are hiding it.,She she says people are saying things about her about but she won't ever say what those things are. Also why aren't they asking her about the girl who had her masked tied to her face? That's why people are mad at her. She ignored it and they are hiding it.,Sam Miller,https://yt3.ggpht.com/ytc/AL5GRJVMKzNynq3niWmZwC6tQl3-YSGQi2WWsPcF=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCn_e8SgNRdp_rNzc5HUYniQ,True,none,9,2021-10-28T21:01:49Z,2021-10-28T21:12:02Z,UCn_e8SgNRdp_rNzc5HUYniQ,UgzTdHX1jMmxH-7KzHR4AaABAg
31,ZyI78RxwglM,coulda closed that out after the female reporter closed it then the guy went on for like a full minute yapping obvious nonsense like he was trying to get the last word... that just struck me as an awkward exchange for no reason after a good discussion.,coulda closed that out after the female reporter closed it then the guy went on for like a full minute yapping obvious nonsense like he was trying to get the last word... that just struck me as an awkward exchange for no reason after a good discussion.,Justin Palmer,https://yt3.ggpht.com/ytc/AL5GRJVPTRUmDApar2BbnShgoTN9wCcyLeZLUujKioZYzQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_A7WiubzSvVQdHZ8LZNVtg,True,none,0,2021-10-28T20:38:21Z,2021-10-28T20:38:21Z,UC_A7WiubzSvVQdHZ8LZNVtg,UgxCfLCLcGy_l12oD114AaABAg
32,ZyI78RxwglM,start having these people arrested for harrasment and making threats of physical harm. just call the cops on them.,start having these people arrested for harrasment and making threats of physical harm. just call the cops on them.,zencat999,https://yt3.ggpht.com/ytc/AL5GRJWtjVZyu6i5qIlKQ_Bo_0NJby6AvAnBykrBND73Bw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCt-dtJYflko6Yc9yafTcRA,True,none,1,2021-10-28T19:21:01Z,2021-10-28T19:21:01Z,UCCt-dtJYflko6Yc9yafTcRA,Ugxf_IFlgrMRY5AShNl4AaABAg
33,ZyI78RxwglM,Quit trying to make the school board members look like the good guys and the victims.,Quit trying to make the school board members look like the good guys and the victims.,Peanut Butter,https://yt3.ggpht.com/ytc/AL5GRJVjI-ilIXl4jSPN0FfBqYpkDENM16KsoSmYVw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCkILUTebVOhhsbbuMe8tC5A,True,none,15,2021-10-28T18:39:11Z,2021-10-28T18:39:11Z,UCkILUTebVOhhsbbuMe8tC5A,UgzczQzZKOIBqpKAu5J4AaABAg
34,ZyI78RxwglM,is this the school board where the girl was raped and they just stood by and didn&#39;t do anything about it?,is this the school board where the girl was raped and they just stood by and didn't do anything about it?,k333rl,https://yt3.ggpht.com/ytc/AL5GRJXuNgwXnSi0c1xZ8jeTzaywDCbeQ8L41lM-NXQ3=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCELHiqJAWYfQRgl8yb-LWOQ,True,none,1,2021-10-28T18:27:27Z,2021-10-28T18:27:27Z,UCELHiqJAWYfQRgl8yb-LWOQ,UgzUcJ-pFk2YBdSm6j14AaABAg
35,ZyI78RxwglM,There are only a few right wingers on here making comments. They are just changing from account to account commenting on their own comments. Too funny ! I would say a little creepy also.,There are only a few right wingers on here making comments. They are just changing from account to account commenting on their own comments. Too funny ! I would say a little creepy also.,Tim Patton,https://yt3.ggpht.com/ytc/AL5GRJWw4OkkzrR4grs5NCEiBmnlzcVR7Pg9x3pxYQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCbUo7g2BwG3DyuhwbeEUuFg,True,none,3,2021-10-28T17:56:35Z,2021-10-28T17:56:35Z,UCbUo7g2BwG3DyuhwbeEUuFg,UgwQLv5rx3144H45vvB4AaABAg
36,ZyI78RxwglM,At this point . Who is proud to identify as democrat?,At this point . Who is proud to identify as democrat?,RMZ A,https://yt3.ggpht.com/b97dkVASGwoY1WZeYeIqQfo6lPIop2pzT0jvsrNolTQRgocExiQSgJCUEQVsb53mdAlblUD-8-0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCBx2WG-NlxOGJWWyuxr64hw,True,none,1,2021-10-28T17:45:31Z,2021-10-28T17:45:31Z,UCBx2WG-NlxOGJWWyuxr64hw,Ugw6JHnw0JArqrJox6t4AaABAg
37,ZyI78RxwglM,Missouri actually just withdrew from the NSBA because they were personally offended at the suggestion anyone was actually threatened.,Missouri actually just withdrew from the NSBA because they were personally offended at the suggestion anyone was actually threatened.,lolitaalmostgrown,https://yt3.ggpht.com/z0Ez4beRGZBPirkilmMPpZu05VtqZ4tm2VD0dH8oeTOJzcsdV_RwskmQ3ozbAgzEXoHXcmWCaA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCe89vjgIBB5zIi-xOIpd3tg,True,none,1,2021-10-28T17:20:32Z,2021-10-28T17:20:32Z,UCe89vjgIBB5zIi-xOIpd3tg,UgyZT3mTW1fVVsFpphl4AaABAg
38,ZyI78RxwglM,This them vs us get them before they get us mentality has no logical conclusion.,This them vs us get them before they get us mentality has no logical conclusion.,Linda Dbse,https://yt3.ggpht.com/ytc/AL5GRJXyG018yUSGaOpOM7Fr9IaaInCUDHGtkQS4gA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJarZXnLBcVI_cFWibiWHKQ,True,none,2,2021-10-28T17:17:32Z,2021-10-28T17:17:32Z,UCJarZXnLBcVI_cFWibiWHKQ,UgzDna7blMuuurD2arJ4AaABAg
39,ZyI78RxwglM,"This is interesting. If you don&#39;t believe Trump is a Fascist after watching this , You are in the cult.  -- Ten Tactics of Fascism -- ​  ​<a href=""https://www.youtube.com/watch?v=CpCKkWMbmXU&amp;list=PL8zFu-W5kTMpm9neBiaeU-wBeErZeQdjw&amp;index=2%E2%80%8B"">https://www.youtube.com/watch?v=CpCKkWMbmXU&amp;list=PL8zFu-W5kTMpm9neBiaeU-wBeErZeQdjw&amp;index=2​</a>","This is interesting. If you don't believe Trump is a Fascist after watching this , You are in the cult.  -- Ten Tactics of Fascism -- ​  ​https://www.youtube.com/watch?v=CpCKkWMbmXU&list=PL8zFu-W5kTMpm9neBiaeU-wBeErZeQdjw&index=2​",Tim Patton,https://yt3.ggpht.com/ytc/AL5GRJWw4OkkzrR4grs5NCEiBmnlzcVR7Pg9x3pxYQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCbUo7g2BwG3DyuhwbeEUuFg,True,none,0,2021-10-28T17:08:01Z,2021-10-28T17:08:01Z,UCbUo7g2BwG3DyuhwbeEUuFg,Ugxe4Nw4b8Sx8JtxLjp4AaABAg
40,ZyI78RxwglM,Many of the people making death threats are right to life evangelicals.,Many of the people making death threats are right to life evangelicals.,sam Iaint,https://yt3.ggpht.com/ytc/AL5GRJVDHteDH9zQqMZcfAI1y2_wtPVy1dypLT56UQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCelPbnj4CXXVnrfVxHHZHeA,True,none,8,2021-10-28T17:03:24Z,2021-10-28T17:03:24Z,UCelPbnj4CXXVnrfVxHHZHeA,UgweLiEVBhHhgaPKt9h4AaABAg
41,ZyI78RxwglM,"Oxygen Deprivation and Carbon Dioxide Poisoning as a result of mask wearing?<br><a href=""https://youtu.be/IKq0_UveYFQ"">https://youtu.be/IKq0_UveYFQ</a>","Oxygen Deprivation and Carbon Dioxide Poisoning as a result of mask wearing?
https://youtu.be/IKq0_UveYFQ",GrumpyBear 1,https://yt3.ggpht.com/ytc/AL5GRJWSnyC6r-KuL2CM_8iu5GR7Cn8_ym0YEPtCxwJa1A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCNs6rIpQc3VInidbEcHESvw,True,none,0,2021-10-28T16:59:40Z,2021-10-28T16:59:40Z,UCNs6rIpQc3VInidbEcHESvw,Ugy6bYjeB5ppE4yn0Hp4AaABAg
42,ZyI78RxwglM,More Fake News from the Pathological Liars at the Communist Propaganda News Network,More Fake News from the Pathological Liars at the Communist Propaganda News Network,David,https://yt3.ggpht.com/ytc/AL5GRJXehCCwJnxmBYhsYDyPP35Im1KhxNIU5tnKqhSxag=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCvM9GuGDEtSl06HbCKp9U5Q,True,none,0,2021-10-28T16:46:13Z,2021-10-28T16:46:13Z,UCvM9GuGDEtSl06HbCKp9U5Q,UgyGwMDtiIvTXb5F6zB4AaABAg
43,ZyI78RxwglM,"Becoming very apparent in America. Let&#39;s cause big outbursts, strife. And weird things.","Becoming very apparent in America. Let's cause big outbursts, strife. And weird things.",Tim Faucett,https://yt3.ggpht.com/ytc/AL5GRJX76dL5GgazVsiEUyuETCPNnp9V3-G4PuY1AA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCO4KgwZIqDFEd6I3ekXb8Qw,True,none,0,2021-10-28T16:44:04Z,2021-10-28T16:44:04Z,UCO4KgwZIqDFEd6I3ekXb8Qw,UgwhrSIqRJpHfgfMB7h4AaABAg
44,ZyI78RxwglM,This woman was paid off or bribed to agree with child abuse in school,This woman was paid off or bribed to agree with child abuse in school,dana m,https://yt3.ggpht.com/ytc/AL5GRJWnkn0dmPGu_6Cxe-IPTxVuRlMeGeWDfcd1zAvw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC5GlZPqYm9_TKMuKTbEh-wA,True,none,2,2021-10-28T16:43:50Z,2021-10-28T16:43:50Z,UC5GlZPqYm9_TKMuKTbEh-wA,UgzwEkIZNhITC7dR84p4AaABAg
45,ZyI78RxwglM,Violent Criminal Un Patriotic Evangelicals.,Violent Criminal Un Patriotic Evangelicals.,Make Racists Afraid Again,https://yt3.ggpht.com/ytc/AL5GRJX7gzKtcOx3-R16gPyh9cKl34kNSXIRWLo4fmhVbQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCybFIUO1RIPyW2Tb7n7zOpg,True,none,0,2021-10-28T16:33:03Z,2021-10-28T16:33:03Z,UCybFIUO1RIPyW2Tb7n7zOpg,Ugzhw4hSLzsZ2Yvq50V4AaABAg
46,ZyI78RxwglM,you’re not following science you’re grabbing at power,you’re not following science you’re grabbing at power,j w,https://yt3.ggpht.com/C_bxSn-c33eOvNeQNAt552D32I_SPAZgkHHfQKEm0IcIitT9JApkp9H5eOoD0JIp7NCUlTUYuA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCiun1FoaBzlJ_xXYy2Tevjw,True,none,4,2021-10-28T16:26:42Z,2021-10-28T16:26:42Z,UCiun1FoaBzlJ_xXYy2Tevjw,UgwcHFf5YV-Pj7L2Zo54AaABAg
47,ZyI78RxwglM,Dang still need 11 connect dam,Dang still need 11 connect dam,Kneefreedom,https://yt3.ggpht.com/8zuS1H0KJC-85QHQbYAs0ztwt-hZKMDvp30owbOthgI9ur8AuOMRJk_XWhf59SBnhiX-iP5pbQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJsfXpn5uMrkePBArqIeXZg,True,none,1,2021-10-28T16:14:47Z,2021-10-28T16:15:11Z,UCJsfXpn5uMrkePBArqIeXZg,UgxG-T5tuKDcEYoeCBl4AaABAg
48,ZyI78RxwglM,"<b>ABC&#39;s of Salvation</b><br><br><b>A</b> - Admit you&#39;re a sinner in need of a Saviour (Romans 3:10, 6:23)<br><br><b>B</b> - Believe that Jesus Christ died for your sins (1Corinthians 15:3-4)<br><br><b>C</b> - Call upon the Name of the Lord and be saved (Romans 10:9-10, 10:13)<br><br>Believe what Jesus Christ did for you on the cross and be saved. As Paul said in the book of <b>Ephesians 2:8-9</b> - <i>For by grace are you saved through faith and that not of yourselves, it is the gift of God. Not of works lest any man should boast.</i><br><br><b>BELIEVE &amp; BE SAVED</b><br><br>How sin entered the world? - Genesis 2 &amp; 3!","*ABC's of Salvation*

*A* - Admit you're a sinner in need of a Saviour (Romans 3:10, 6:23)

*B* - Believe that Jesus Christ died for your sins (1Corinthians 15:3-4)

*C* - Call upon the Name of the Lord and be saved (Romans 10:9-10, 10:13)

Believe what Jesus Christ did for you on the cross and be saved. As Paul said in the book of *Ephesians 2:8-9* - _For by grace are you saved through faith and that not of yourselves, it is the gift of God. Not of works lest any man should boast._

*BELIEVE & BE SAVED*

How sin entered the world? - Genesis 2 & 3!",Rebeca Fernandez,https://yt3.ggpht.com/KE_YDqmIE-P8yuNKmwWVmrKgyZqB_-vuvM_L6DrmGJZmnpKzyyMfQyoZ28zQelR98KSV0appEg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCOFquEn0VjrW8-A_HiX82dw,True,none,5,2021-10-28T16:07:12Z,2021-10-28T16:07:12Z,UCOFquEn0VjrW8-A_HiX82dw,UgwPjjxN10fXRCw1_D14AaABAg
49,ZyI78RxwglM,Stop special report now plz. You cutting off my fav tv shows. Dum news stuff ever,Stop special report now plz. You cutting off my fav tv shows. Dum news stuff ever,Kneefreedom,https://yt3.ggpht.com/8zuS1H0KJC-85QHQbYAs0ztwt-hZKMDvp30owbOthgI9ur8AuOMRJk_XWhf59SBnhiX-iP5pbQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJsfXpn5uMrkePBArqIeXZg,True,none,1,2021-10-28T16:03:19Z,2021-10-28T16:03:19Z,UCJsfXpn5uMrkePBArqIeXZg,Ugwm4zr9A2zfty3cLiB4AaABAg
50,ZyI78RxwglM,The people threatening school board members are the same people that was so outraged when an NFL player took a knee.,The people threatening school board members are the same people that was so outraged when an NFL player took a knee.,Tim Patton,https://yt3.ggpht.com/ytc/AL5GRJWw4OkkzrR4grs5NCEiBmnlzcVR7Pg9x3pxYQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCbUo7g2BwG3DyuhwbeEUuFg,True,none,10,2021-10-28T16:00:17Z,2021-10-28T16:00:17Z,UCbUo7g2BwG3DyuhwbeEUuFg,UgyWsS0Qz9fF5IG8i8F4AaABAg
51,ZyI78RxwglM,“We’re all cat owners here” <br><br>-witches,"“We’re all cat owners here” 

-witches",TruthHurts,https://yt3.ggpht.com/8rS9Dr6QXPdpGiW9zag1fDdnKE8NU1l3zF2P0cvWo36km0K2peK2jAhOZmjVR5655DoDRNaRWKM=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCh4kkQrVrEEk56Fdru_Jeyg,True,none,2,2021-10-28T15:56:09Z,2021-10-28T15:56:09Z,UCh4kkQrVrEEk56Fdru_Jeyg,Ugxf2HWgelb-Lld9AxN4AaABAg
52,ZyI78RxwglM,This might be astroturfing from on the Koch brothers.,This might be astroturfing from on the Koch brothers.,Hawkeye,https://yt3.ggpht.com/ytc/AL5GRJV2ltLJjXJg-w46zmkENynyZMGQdLauyRrrdQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCmuZXjzJcD361sSa3MA5rNQ,True,none,1,2021-10-28T15:53:34Z,2021-10-28T15:53:34Z,UCmuZXjzJcD361sSa3MA5rNQ,Ugx4OwxqXwRuHw4ptE54AaABAg
53,ZyI78RxwglM,This woman is too intelligent to be teaching in a s**t hole state like Florida.,This woman is too intelligent to be teaching in a s**t hole state like Florida.,Di&Ce,https://yt3.ggpht.com/ytc/AL5GRJUqluZwm1HilRBQQVD7V4XWS2u7ikeBE6gjBzY0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCRWfvN5DPUb7ZMr_CzWPVog,True,none,8,2021-10-28T15:52:01Z,2021-10-28T15:52:01Z,UCRWfvN5DPUb7ZMr_CzWPVog,Ugz3E4Ip9qbrjCVj9h54AaABAg
54,ZyI78RxwglM,Not sure when the shift happened but school board members (bored parents with not much else to do) have zero say in the raising or safety of someone else&#39;s kids,Not sure when the shift happened but school board members (bored parents with not much else to do) have zero say in the raising or safety of someone else's kids,Jeff Lectka,https://yt3.ggpht.com/ytc/AL5GRJX2LKrFTt8NmTxl9L2zAyCFUOBCx_6Mgv_OqQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UChFdwxVAJojhoVqYafSJ0Qg,True,none,1,2021-10-28T15:46:19Z,2021-10-28T15:46:19Z,UChFdwxVAJojhoVqYafSJ0Qg,Ugy7EI_Jo3Dl2DyRFtJ4AaABAg
55,ZyI78RxwglM,"Data was removed from the election machines in Arizona. According to the constitution of the United States, this means decertification. No Deep state, or Obama people is going to stop this. We not yet a 3rd world country, the Constitution is crystal clear !!","Data was removed from the election machines in Arizona. According to the constitution of the United States, this means decertification. No Deep state, or Obama people is going to stop this. We not yet a 3rd world country, the Constitution is crystal clear !!",El Ingles,https://yt3.ggpht.com/ytc/AL5GRJXskw8l30eJAjcW731pox02jzJCME5fEHHMVOEcFQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCHh72EAMz4KbJKgmQMuL46A,True,none,0,2021-10-28T15:41:12Z,2021-10-28T15:41:12Z,UCHh72EAMz4KbJKgmQMuL46A,Ugy3nJuo_P7SVz8o8iF4AaABAg
56,ZyI78RxwglM,Parents have more day than school board members.  Don’t white knight these people,Parents have more day than school board members.  Don’t white knight these people,J DMo,https://yt3.ggpht.com/ytc/AL5GRJWplOe688785ljoa31zF5xAr7uda2YImiNM47RfrQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCdFQZ7p3Xx27ew12uGuZNOg,True,none,0,2021-10-28T15:39:53Z,2021-10-28T15:39:53Z,UCdFQZ7p3Xx27ew12uGuZNOg,UgxkQg1sYHe5aNvgdFV4AaABAg
57,ZyI78RxwglM,"You can disagree with school board members, but threatening and harassing is where I would draw the line at.","You can disagree with school board members, but threatening and harassing is where I would draw the line at.",MerrieMelodies Fan,https://yt3.ggpht.com/ytc/AL5GRJWYx46tzD_k_4nvdrt_8CjheINVoqhe7OO_fTjbyg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCfxFhhWLRzwwOyNoNt5AmmQ,True,none,22,2021-10-28T15:39:27Z,2021-10-28T15:39:27Z,UCfxFhhWLRzwwOyNoNt5AmmQ,UgxPdHyz9NBD7BQ4sbJ4AaABAg
58,ZyI78RxwglM,Targeted. When does this become a felony?,Targeted. When does this become a felony?,troll,https://yt3.ggpht.com/ytc/AL5GRJWvvus8JcaQ4fhpVyDDCkDezjCFY66IuiqwQsSjM0Wt2t45pDW7ohRsOtAtMByf=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCyUNNRiv6vWJWq0_SHof57g,True,none,0,2021-10-28T15:39:16Z,2021-10-28T15:39:16Z,UCyUNNRiv6vWJWq0_SHof57g,Ugx8Bp8JhsmntJiR6Hh4AaABAg
59,ZyI78RxwglM,If it is BLM burning buildings and intimidation of public officials at their homes would be applauded. Democrats literally said to make a crowd and push gov members out of restaurants.,If it is BLM burning buildings and intimidation of public officials at their homes would be applauded. Democrats literally said to make a crowd and push gov members out of restaurants.,Nexus Six,https://yt3.ggpht.com/ytc/AL5GRJV-ePr0Mmxhe0tELFFzEYtr-xwQOyUpDtxqTm8M7A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCmAdVqxPhBl-Ze_tSCrV9Gg,True,none,0,2021-10-28T15:37:26Z,2021-10-28T15:37:26Z,UCmAdVqxPhBl-Ze_tSCrV9Gg,UgyEnAEcaQ45bBN64KZ4AaABAg
60,ZyI78RxwglM,threatening and harassing school board members at meetings...<br>screaming at mothers walking their children to school...<br>hitting and spitting on teachers at school...<br>Jesus must be so proud...,"threatening and harassing school board members at meetings...
screaming at mothers walking their children to school...
hitting and spitting on teachers at school...
Jesus must be so proud...",general population,https://yt3.ggpht.com/ytc/AL5GRJWCwli2OudbS7ozk19baHJK_-0eCbWgkdwg2gwkqFvb3fR6tOn4lUmqbz1Nc081=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCDnMDoQHjB_EioLC4WCkC6g,True,none,10,2021-10-28T15:36:56Z,2021-10-28T15:36:56Z,UCDnMDoQHjB_EioLC4WCkC6g,UgwJieGeL0msh13NAjV4AaABAg
61,ZyI78RxwglM,"Nothing wrong with her, something wrong with the people who is against her.... They ain&#39;t God. Who are they to judge her?? Smdh. These narcissistic hypocrites are just a joke to laugh at. This democrat, republican 💩 is stupid. That&#39;s why I&#39;m independent. Ain&#39;t with none of these fools and they high school behavior... I&#39;m for the people!!! We the people. Not these Dictators!!!","Nothing wrong with her, something wrong with the people who is against her.... They ain't God. Who are they to judge her?? Smdh. These narcissistic hypocrites are just a joke to laugh at. This democrat, republican 💩 is stupid. That's why I'm independent. Ain't with none of these fools and they high school behavior... I'm for the people!!! We the people. Not these Dictators!!!",Miss Music,https://yt3.ggpht.com/dECt0wHs85pgJ4sfgoecGJp7gydE37kzGfRL4Xxk5G2toPCWTHsT1BIU-8_l4RQpVTdCbAtstms=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCX1PDcuA_CVq098uEmv6Crg,True,none,0,2021-10-28T15:34:33Z,2021-10-28T15:34:33Z,UCX1PDcuA_CVq098uEmv6Crg,Ugxo17jPJP7kuUAzf994AaABAg
62,ZyI78RxwglM,"Welcome to what police officers, teachers, nurses, etc have been enjoying for the past years. Suck it up buttercup… YOU SERVE THE PEOPLE. Don’t like it, quit.","Welcome to what police officers, teachers, nurses, etc have been enjoying for the past years. Suck it up buttercup… YOU SERVE THE PEOPLE. Don’t like it, quit.",TexasRain,https://yt3.ggpht.com/ytc/AL5GRJUIlzPLDpWMwbKs7WQHDR72zRM4JqT2xyhLme_p=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCHPWtv6cihgx5f6ghIswLxA,True,none,1,2021-10-28T15:33:31Z,2021-10-28T15:33:31Z,UCHPWtv6cihgx5f6ghIswLxA,UgzyHNGzvD7myaVgkm54AaABAg
63,ZyI78RxwglM,Ann Marie Green is so Beautiful to me 💝,Ann Marie Green is so Beautiful to me 💝,SHAWN Lewis,https://yt3.ggpht.com/ytc/AL5GRJVKN2PS-FEfz8Xlm58QjZDUvJFAWwr-2rc-1Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCZQ-DhwYCGKrrnFA9dyWzkA,True,none,2,2021-10-28T15:29:49Z,2021-10-28T15:29:49Z,UCZQ-DhwYCGKrrnFA9dyWzkA,Ugzj7ZiuO9dXKBEO-0R4AaABAg
64,ZyI78RxwglM,teachers are communist propagandists just like fake news.   weakening America by design.,teachers are communist propagandists just like fake news.   weakening America by design.,ooga booga,https://yt3.ggpht.com/ytc/AL5GRJWAeGwahODkdE2PezHjR7YBua6UDFOdaLTXeZeYiw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCDS9f8Uf43JLsC_O4xvt0jQ,True,none,0,2021-10-28T15:28:12Z,2021-10-28T15:28:12Z,UCDS9f8Uf43JLsC_O4xvt0jQ,UgzQ_vQ3GarITEGSakh4AaABAg
65,ZyI78RxwglM,Jennifer will hopefully have the last laugh when her Political career is advanced because of her courage in dealing with the DeSantis / Trump supporters 🙄. I applaud her 👏,Jennifer will hopefully have the last laugh when her Political career is advanced because of her courage in dealing with the DeSantis / Trump supporters 🙄. I applaud her 👏,David Ellis,https://yt3.ggpht.com/ytc/AL5GRJUVrQUMNyEtN5iVodygNVjYrtbXex1fDBGo1g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCaZu6fT5FJiDPDY_6AsY7Gw,True,none,6,2021-10-28T15:27:45Z,2021-10-28T15:27:45Z,UCaZu6fT5FJiDPDY_6AsY7Gw,UgwQiAuw39LY-fB7WMZ4AaABAg
66,ZyI78RxwglM,Targeted? You mean people disagree with the creepy stuff she says to their kids,Targeted? You mean people disagree with the creepy stuff she says to their kids,A-O- Fraud,https://yt3.ggpht.com/skTiG0powpAW2OgaDTtOsdlKavjCaAieMLjD8_xgplR94EWm6AofwOiWsVO_35OhoUX7W2yu2w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC0FNDfPKQXsd-Af3qpJf9VA,True,none,16,2021-10-28T15:24:04Z,2021-10-28T15:24:04Z,UC0FNDfPKQXsd-Af3qpJf9VA,UgxKnIibSkmqFKRXtKt4AaABAg
